target_id,ens_gene,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,,,,
PA3628,PA3628,0.0769332,0.465211935,-0.651329281,0.368239705,5.602943915,0.289989526,0.004858727,0.198541993,0.151480649,0.198541993,,,,
PA4922,azu,0.077003671,0.465211935,1.372626688,0.77622221,7.755238699,1.28825631,0.000603585,0.903177793,0.644347149,0.903177793,,,,
PA3350,PA3350,0.077664648,0.467357935,-0.942587644,0.534225579,6.036776652,0.609017803,0.003008876,0.425086578,0.205890878,0.425086578,,,,
PA3815,iscR,0.077640675,0.467357935,1.456658851,0.825516412,7.202669566,1.454329318,0.001204436,1.021011584,0.487213162,1.021011584,,,,
PA4640,mqoB,0.077535708,0.467357935,0.639846295,0.362484856,5.961542084,0.136974642,0.002458883,0.015233189,0.194634024,0.194634024,,,,
PA4913,PA4913,0.077788486,0.467587614,0.6801049,0.385620343,6.123036696,0.26338133,0.002236141,0.153537019,0.220818432,0.220818432,,,,
PA2004,PA2004,0.077876593,0.467602247,-1.04360658,0.591901704,4.679037332,0.747151561,0.016706574,0.508814866,0.196859454,0.508814866,,,,
PA0346,PA0346,0.078172912,0.467837451,-0.792947658,0.450183649,4.30727984,0.319533138,0.019451692,0.144177485,0.284546285,0.284546285,,,,
PA2504,PA2504,0.078014965,0.467837451,0.585056706,0.331980658,5.704408227,0.22217601,0.003987363,0.145373394,0.161329373,0.161329373,,,,
PA3573,PA3573,0.07811894,0.467837451,-0.658231398,0.373632889,5.348021263,0.297502415,0.006305191,0.203097112,0.139131757,0.203097112,,,,
PA4874,PA4874,0.078370388,0.468400877,0.903090236,0.513055106,6.007990503,0.560542243,0.002747994,0.39209032,0.201382591,0.39209032,,,,
PA5171,arcA,0.078438696,0.468400877,0.715518887,0.406586902,6.247503604,0.341061215,0.002237795,0.232100994,0.245731568,0.245731568,,,,
PA4205,mexG,0.078655873,0.469184434,-0.924172715,0.525534442,3.956023077,0.501837324,0.031312208,0.275698744,0.382967467,0.382967467,,,,
PA3199,PA3199,0.078977542,0.469563642,0.792160095,0.45094939,5.673101204,0.432281707,0.003651413,0.301381615,0.157957978,0.301381615,,,,
PA4377,PA4377,0.078947267,0.469563642,1.764994726,1.004649019,6.377369254,2.145745496,0.003260361,1.510719116,0.275051922,1.510719116,,,,
PA4693,pssA,0.078867644,0.469563642,0.838715644,0.477276687,6.004572904,0.484384823,0.00261044,0.339079114,0.200863709,0.339079114,,,,
PA4255,rpmC,0.079072352,0.469615777,0.945375057,0.538339653,5.163050112,0.615891699,0.006593832,0.428120541,0.139511184,0.428120541,,,,
PA4892,ureF,0.079390859,0.470994902,-1.214454346,0.692299957,4.405124788,1.017604884,0.022825069,0.696093777,0.258928737,0.696093777,,,,
PA2741,rplT,0.079683071,0.472215204,1.457469597,0.831638441,8.639059132,1.467212284,0.00023854,1.037195205,0.884206204,1.037195205,,,,
PA5323,argB,0.080191285,0.474711534,1.424860585,0.814402777,5.962125571,1.404970566,0.004352919,0.990524906,0.194714689,0.990524906,,,,
PA3899,fecI,0.080821573,0.477924318,0.717619612,0.411022184,6.273617308,0.298088384,0.002014149,0.177479616,0.251394705,0.251394705,,,,
PA4921,choE,0.081148823,0.479340126,-0.884195895,0.506975942,4.598132001,0.542970242,0.014892188,0.370644721,0.214926713,0.370644721,,,,
PA2194,hcnB,0.081472682,0.479813705,0.770637928,0.442334964,5.326696023,0.41295711,0.007674624,0.285815707,0.138607184,0.285815707,,,,
PA2638,nuoB,0.081492727,0.479813705,0.918288777,0.527119074,5.497237603,0.586401705,0.004447583,0.412334195,0.145071353,0.412334195,,,,
PA2815,PA2815,0.081340004,0.479813705,0.96998544,0.556515085,7.117403807,0.324729553,0.00093787,0.052147164,0.46362569,0.46362569,,,,
PA4251,rplE,0.081639523,0.480160038,0.974952458,0.559914819,7.084733363,0.661365215,0.001096245,0.469160662,0.454667759,0.469160662,,,,
PA1045,PA1045,0.082244219,0.48066043,0.736992454,0.424092543,6.347081217,0.240157553,0.001801293,0.094711444,0.267980436,0.267980436,,,,
PA1223,PA1223,0.082075297,0.48066043,-0.873960133,0.502631361,4.379728906,0.532307836,0.017240628,0.361716799,0.265304468,0.361716799,,,,
PA1963,PA1963,0.082252994,0.48066043,1.433953015,0.825172904,5.430623874,1.43395876,0.007932636,1.013432846,0.142054574,1.013432846,,,,
PA3920,copA1 ,0.082229712,0.48066043,-0.740984983,0.426369798,6.359503626,0.172609992,0.001820141,0.00804532,0.270866666,0.270866666,,,,
PA4357,PA4357,0.081904615,0.48066043,-1.328762422,0.763770523,2.821293937,0.889604627,0.18196691,0.267935282,0.693051208,0.693051208,,,,
PA4460,lptH,0.082089591,0.48066043,1.292452407,0.743349079,6.252822616,1.164211391,0.003385269,0.82546651,0.246874079,0.82546651,,,,
PA1929,PA1929,0.082354777,0.480665208,-0.925293598,0.532640087,3.908906247,0.471641126,0.029862087,0.23862623,0.395696107,0.395696107,,,,
PA2673,PA2673,0.082429944,0.480665208,-1.425777599,0.820942138,2.451718593,0.96902923,0.229168569,0.219802308,0.781750422,0.781750422,,,,
PA3312,PA3312,0.082534827,0.480763166,-0.623024492,0.35885116,4.748639381,0.264705639,0.010075864,0.175246365,0.183085368,0.183085368,,,,
PA1899,phzA2,0.082782286,0.48117755,0.96268234,0.554935029,4.294941595,0.647570651,0.02481964,0.437109691,0.287954581,0.437109691,,,,
PA2655,PA2655,0.082698537,0.48117755,-1.108986024,0.639097107,3.344869358,0.595329537,0.060473984,0.222494187,0.552193685,0.552193685,,,,
PA5524,PA5524,0.082874089,0.481198698,-0.596903822,0.344185964,4.840940061,0.163092404,0.008704927,0.061550264,0.16899104,0.16899104,,,,
PA0210,mdcC,0.083054137,0.481687297,-1.555427211,0.897413428,2.84764147,1.692227176,0.190704593,1.017321699,0.686304788,1.017321699,,,,
PA0482,glcB,0.083202512,0.481687297,0.944514363,0.54520596,7.048815534,0.51234713,0.000999273,0.304894371,0.444875036,0.444875036,,,,
PA3001,PA3001,0.083311251,0.481687297,0.954189252,0.550984908,7.084243934,0.579181701,0.000842632,0.381705572,0.454533922,0.454533922,,,,
PA5306,PA5306,0.083293718,0.481687297,1.122205387,0.647966935,5.218553501,0.881636858,0.007252503,0.62253922,0.13804673,0.62253922,,,,
PA4680,PA4680,0.083446372,0.481957989,-1.067722411,0.616813265,3.917270813,0.798559669,0.035097397,0.535590509,0.393429406,0.535590509,,,,
PA1180,phoQ,0.083545094,0.482018099,-0.538705877,0.311304853,5.205519105,0.169234869,0.007099034,0.095618044,0.138267034,0.138267034,,,,
PA1854,PA1854,0.083841247,0.482706249,-0.645473119,0.373360428,4.67883,0.176708048,0.012193482,0.052453248,0.196903532,0.196903532,,,,
PA5184,PA5184,0.083837213,0.482706249,-0.625343366,0.361712079,4.72701182,0.146776932,0.00912952,0.027696273,0.187123922,0.187123922,,,,
PA3802,hisS,0.084129872,0.483857578,0.678438877,0.392794561,6.013015429,0.323228874,0.002653521,0.22877783,0.202151858,0.22877783,,,,
PA2622,cspD,0.084304331,0.484350569,1.233488608,0.71455241,7.325368778,1.069150419,0.000827375,0.765050345,0.52160892,0.765050345,,,,
PA1226,PA1226,0.084941407,0.484441167,-0.544883654,0.316294906,5.084740816,0.137792294,0.006198796,0.054704748,0.143864906,0.143864906,,,,
PA1324.1,P9,0.084821444,0.484441167,1.528576482,0.886968868,4.340523609,1.645020347,0.018394768,1.161675892,0.275540304,1.161675892,,,,
PA2480,PA2480,0.084816417,0.484441167,-0.546137939,0.316895842,5.255385195,0.209987564,0.00636597,0.144268492,0.13778947,0.144268492,,,,
PA2527,muxB,0.084534323,0.484441167,-0.799592113,0.463541875,5.794853362,0.449649548,0.004436274,0.31787033,0.172324997,0.31787033,,,,
PA2877,PA2877,0.084495185,0.484441167,-0.533653808,0.309332393,5.221387607,0.096410078,0.005521649,0.008196053,0.138008145,0.138008145,,,,
PA3858,PA3858,0.084879487,0.484441167,0.705006444,0.409161923,6.262443754,0.260080657,0.002165096,0.136547943,0.248955123,0.248955123,,,,
PA4853,fis,0.084756455,0.484441167,0.737754945,0.427998937,4.394344619,0.2141296,0.013165538,0.050390578,0.261609098,0.261609098,,,,
PA2074,PA2074,0.085128363,0.484494895,-1.189374664,0.690824046,3.554482114,0.997069063,0.045921182,0.669935612,0.49365842,0.669935612,,,,
PA4612,PA4612,0.085126026,0.484494895,-0.815665548,0.473759171,4.19389685,0.263771784,0.019892505,0.060330867,0.316779123,0.316779123,,,,
PA5078,opgG,0.085416396,0.485627802,1.029786323,0.598682252,6.908631363,0.748242488,0.001071391,0.536559266,0.407272031,0.536559266,,,,
PA0143,nuh,0.086410195,0.488732478,-0.758859329,0.442574991,6.069617256,0.407807391,0.002710747,0.291098186,0.211328854,0.291098186,,,,
PA0846,PA0846,0.086092233,0.488732478,0.5481716,0.319376309,5.381610667,0.212549103,0.004911636,0.148090205,0.140168992,0.148090205,,,,
PA2204,PA2204,0.086402084,0.488732478,0.931827858,0.5434381,5.497969384,0.614880909,0.004428235,0.438559217,0.145106097,0.438559217,,,,
PA3102,xcpS,0.086156211,0.488732478,-0.697604495,0.406521878,5.964312523,0.344307654,0.00323938,0.244650675,0.195017968,0.244650675,,,,
PA4211,phzB1,0.086303038,0.488732478,1.5282362,0.890980255,4.221784942,1.653266743,0.043551962,1.14721676,0.30870963,1.14721676,,,,
PA0164,PA0164,0.086998284,0.489054021,-0.89308346,0.52182889,5.168347956,0.566045889,0.009972327,0.398485759,0.139310296,0.398485759,,,,
PA0240,PA0240,0.086698945,0.489054021,-0.648584668,0.378608692,4.64467157,0.226038508,0.010664614,0.114135244,0.204352198,0.204352198,,,,
PA1783,nasA,0.087004664,0.489054021,-1.253259969,0.732294913,4.343366548,1.114705173,0.02152427,0.78285949,0.274783254,0.78285949,,,,
PA2432,bexR,0.08688411,0.489054021,0.544057677,0.317778049,5.073416426,0.123383361,0.006783484,0.036446183,0.144690848,0.144690848,,,,
PA2847,PA2847,0.086796368,0.489054021,-0.875825019,0.511417373,4.283714791,0.543978115,0.021053234,0.37126836,0.291083227,0.37126836,,,,
PA5444,PA5444,0.086767105,0.489054021,0.567736054,0.331485317,4.939868752,0.210589806,0.007477075,0.134888598,0.157346698,0.157346698,,,,
PA5342,PA5342,0.087167949,0.489467766,-0.951335495,0.556164237,4.646981032,0.642694157,0.013495888,0.450482099,0.203838165,0.450482099,,,,
PA0057,PA0057,0.087488488,0.490317663,-0.714754365,0.418279179,4.553550908,0.363211106,0.01739065,0.245045557,0.225197803,0.245045557,,,,
PA0902,PA0902,0.087498975,0.490317663,-0.530399313,0.310403611,5.290654551,0.13927597,0.006527876,0.0620708,0.137997727,0.137997727,,,,
PA1553,ccoO1,0.087602876,0.490396409,-0.826470368,0.483830849,4.139693933,0.358460726,0.018641707,0.173289225,0.33249673,0.33249673,,,,
PA1745,PA1745,0.088233675,0.491609903,0.639555182,0.375151977,5.817303616,0.291596056,0.003129675,0.207978834,0.17526382,0.207978834,,,,
PA1961,PA1961,0.08801718,0.491609903,-0.57049411,0.334414101,4.929689462,0.120913044,0.00926368,0.019828801,0.158485506,0.158485506,,,,
PA2750,PA2750,0.088059672,0.491609903,-0.684040955,0.401026995,4.538373351,0.24826975,0.012575213,0.122294963,0.228658763,0.228658763,,,,
PA2855,PA2855,0.088270008,0.491609903,-0.568825416,0.333701236,4.931061745,0.098639346,0.008703853,-0.006740553,0.158330919,0.158330919,,,,
PA4513,PA4513,0.088133537,0.491609903,-0.624098111,0.365969853,5.981223701,0.232076141,0.003487817,0.14054544,0.197413083,0.197413083,,,,
PA0816,PA0816,0.088620813,0.492057374,-0.612977127,0.359999159,4.73923209,0.184565313,0.00958687,0.080216912,0.184812222,0.184812222,,,,
PA1170,PA1170,0.088619446,0.492057374,0.535343264,0.314403734,5.476297336,0.110884979,0.004187472,0.026946598,0.14408709,0.14408709,,,,
PA1436,PA1436,0.088545766,0.492057374,-0.673207869,0.395279363,5.469866802,0.32345758,0.00547854,0.228890123,0.143789855,0.228890123,,,,
PA2766,PA2766,0.089258085,0.494589472,-0.784130131,0.46143641,4.259100823,0.348367598,0.021362251,0.183524723,0.298023089,0.298023089,,,,
PA5043,pilN,0.089218008,0.494589472,0.940943236,0.553646736,4.920613524,0.633441902,0.007868594,0.451918469,0.159515813,0.451918469,,,,
PA1301,PA1301,0.089519084,0.495030559,0.958897138,0.564741469,7.16795075,0.592429506,0.000825251,0.394905236,0.47757414,0.47757414,,,,
PA2861,ligT,0.089461186,0.495030559,-0.863327945,0.508364233,4.156505012,0.533721574,0.021596885,0.366054405,0.327631005,0.366054405,,,,
PA0490,PA0490,0.089814221,0.49565826,1.112764279,0.655964617,4.651141024,0.887820797,0.01252873,0.632905638,0.202915649,0.632905638,,,,
PA5532,PA5532,0.089729125,0.49565826,0.537599355,0.316826017,5.512247349,0.192154556,0.004781199,0.127032096,0.145786888,0.145786888,,,,
PA1361,norM,0.090102175,0.49574362,-0.587763355,0.346791893,5.338747775,0.247957269,0.005778497,0.174618429,0.138889825,0.174618429,,,,
PA1573,PA1573,0.090037088,0.49574362,0.818118101,0.482608003,5.719956928,0.48028775,0.003606217,0.34575951,0.163098098,0.34575951,,,,
PA4519,speC,0.090078024,0.49574362,0.642696321,0.37917494,6.080777737,0.1717331,0.002413816,0.057355598,0.213246637,0.213246637,,,,
PA0248,PA0248,0.090460959,0.496216998,-1.249514562,0.738060162,4.25604881,1.122065356,0.029082412,0.788016793,0.298890443,0.788016793,,,,
PA4734,PA4734,0.090398383,0.496216998,0.688713277,0.406728453,6.181644603,0.340811434,0.002016738,0.246125314,0.232091312,0.246125314,,,,
PA4901,mdlC,0.090391591,0.496216998,-1.594531038,0.941650884,4.59699022,1.826806434,0.026163765,1.303895815,0.215189623,1.303895815,,,,
PA4252,rplX,0.090562414,0.496274753,0.82850259,0.489531899,6.402545682,0.493494739,0.001841399,0.357620821,0.281010352,0.357620821,,,,
PA0167,PA0167,0.090679555,0.496418265,-0.689673947,0.407651143,4.507523806,0.204897292,0.013730705,0.064022102,0.235538476,0.235538476,,,,
PA1231,PA1231,0.090811761,0.496534554,-1.490720597,0.881493203,3.16867188,1.59911069,0.155580264,1.009965137,0.600860199,1.009965137,,,,
PA2649,nuoN,0.09114642,0.496534554,0.548926701,0.324927691,5.004617022,0.145812363,0.007756884,0.061513375,0.150610123,0.150610123,,,,
PA3136,PA3136,0.091155666,0.496534554,-0.809123116,0.478960156,4.171510418,0.466033655,0.020826978,0.31621001,0.323277269,0.323277269,,,,
PA3994,PA3994,0.091092278,0.496534554,-1.097722302,0.649669036,4.074627552,0.867982103,0.028403798,0.604700986,0.351019013,0.604700986,,,,
PA4359,PA4359,0.090982811,0.496534554,-1.223710377,0.723987872,3.706281583,1.078230253,0.053174653,0.733063005,0.451352633,0.733063005,,,,
PA4089,PA4089,0.091391834,0.497324658,-0.877971482,0.520094153,4.191925466,0.555847691,0.02393842,0.381808473,0.317351015,0.381808473,,,,
PA0044,exoT,0.091594589,0.497931539,0.6583136,0.390216844,6.15094933,0.205254588,0.002324434,0.091727503,0.226079343,0.226079343,,,,
PA0061,PA0061,0.092214449,0.499023989,0.567605724,0.337091979,5.301463621,0.23301008,0.005139922,0.165306582,0.138141192,0.165306582,,,,
PA2683,PA2683,0.092244361,0.499023989,-0.527513763,0.31331079,5.442629005,0.08955174,0.004676895,0.002911241,0.142568582,0.142568582,,,,
PA3261,PA3261,0.09238388,0.499023989,1.144646141,0.680140831,6.265981931,0.948174295,0.002135518,0.691751806,0.249725023,0.691751806,,,,
PA3303,PA3303,0.09234257,0.499023989,-0.780202757,0.463532308,5.144641912,0.440449543,0.007985878,0.314307423,0.140306496,0.314307423,,,,
PA4741,rpsO,0.092187485,0.499023989,1.03059647,0.612004091,7.395295604,0.768097534,0.000678202,0.561145309,0.541402655,0.561145309,,,,
PA5316,rpmB,0.092124487,0.499023989,1.144582346,0.679561299,5.28344836,0.947184895,0.007088074,0.685617264,0.137922028,0.685617264,,,,
PA5543,PA5543,0.092435554,0.499023989,-0.899244752,0.534409756,3.89325252,0.297976185,0.028444852,0.040784958,0.399945829,0.399945829,,,,
PA0746,PA0746,0.093693947,0.499884223,-0.526427851,0.314055427,5.133990615,0.155074272,0.007112603,0.082807881,0.140833614,0.140833614,,,,
PA0828,PA0828,0.093263028,0.499884223,-0.664471839,0.39588873,4.767317526,0.320530311,0.010795538,0.224296291,0.179801259,0.224296291,,,,
PA0905,rsmA,0.093474948,0.499884223,1.036873336,0.618163258,7.056890169,0.781082871,0.000999207,0.572189514,0.447071288,0.572189514,,,,
PA1637,kdpE,0.093451721,0.499884223,-0.644430894,0.384169658,4.624994963,0.201109273,0.012599603,0.083052798,0.208779886,0.208779886,,,,
PA1779,PA1779,0.093518204,0.499884223,-0.561150188,0.334590724,5.725242913,0.190220796,0.00421391,0.11547851,0.163712518,0.163712518,,,,
PA2005,hbcR,0.093057368,0.499884223,-0.523977012,0.311986534,5.389500324,0.107087832,0.005557775,0.02534505,0.140445621,0.140445621,,,,
PA2745,PA2745,0.093655114,0.499884223,-0.587343889,0.350355153,4.806093332,0.248700491,0.010468155,0.171042643,0.173654944,0.173654944,,,,
PA2852,earP,0.093521019,0.499884223,-0.518386671,0.309095255,5.27165449,0.094781374,0.005475767,0.012229172,0.137834048,0.137834048,,,,
PA2937,PA2937,0.093514544,0.499884223,0.938373135,0.559506971,5.498123179,0.639820902,0.005171423,0.464400653,0.145113401,0.464400653,,,,
PA3424,PA3424,0.093269393,0.499884223,-0.529674963,0.315583614,5.46379418,0.16051454,0.005877607,0.08955723,0.143511919,0.143511919,,,,
PA4593,PA4593,0.093018038,0.499884223,-1.553790294,0.925046975,4.134727745,1.751133571,0.040714928,1.242852932,0.333930281,1.242852932,,,,
PA4766,PA4766,0.09324904,0.499884223,1.162904378,0.692822542,4.105636353,0.981707667,0.020575528,0.699429083,0.342273914,0.699429083,,,,
PA2721,PA2721,0.094019144,0.500152521,0.567063261,0.338632693,5.29735208,0.234074744,0.00504234,0.166965811,0.138082475,0.166965811,,,,
PA4495,PA4495,0.093942138,0.500152521,0.634970125,0.379095762,6.080706972,0.224466906,0.002336028,0.127052456,0.213234367,0.213234367,,,,
PA5009,waaP,0.093844838,0.500152521,-0.817218657,0.487759009,4.120399867,0.341212083,0.018810585,0.157262144,0.338052691,0.338052691,,,,
PA0364,laoA,0.094946513,0.503843274,-0.816330237,0.488860666,4.937561326,0.486700217,0.009809562,0.348667563,0.157603216,0.348667563,,,,
PA2685,vgrG4,0.094989873,0.503843274,0.614687759,0.368155043,6.00127491,0.154395538,0.002940892,0.048363141,0.200366312,0.200366312,,,,
PA3845,PA3845,0.094918561,0.503843274,-0.520440673,0.311640365,5.187328161,0.116507419,0.006982335,0.037080004,0.138697241,0.138697241,,,,
PA1565,pauB2,0.095212222,0.504042975,-0.736107608,0.441173548,4.632896695,0.396117243,0.014646655,0.277304494,0.206992236,0.277304494,,,,
PA5502,PA5502,0.095139672,0.504042975,-0.548673072,0.328765758,4.978993092,0.210903683,0.008969955,0.141768846,0.15316043,0.15316043,,,,
PA5257,PA5257,0.095423688,0.504672954,0.82532319,0.494959384,6.627230178,0.49832926,0.001401954,0.366075234,0.335345934,0.366075234,,,,
PA2420,PA2420,0.095531107,0.504751968,-0.660453423,0.396212778,4.823881452,0.319241096,0.010290978,0.225185871,0.171166537,0.225185871,,,,
PA3135,PA3135,0.095865297,0.506027842,-0.522511669,0.313775984,5.134091454,0.158134268,0.006854653,0.088431265,0.140828399,0.140828399,,,,
PA5107,blc,0.096161271,0.507099726,1.083335718,0.651138717,5.613621943,0.860862838,0.004678989,0.631293455,0.152359957,0.631293455,,,,
PA0801,PA0801,0.096256308,0.507110935,-0.529516888,0.318356946,5.54233323,0.161312203,0.004714196,0.091780508,0.147312522,0.147312522,,,,
PA2878,PA2878,0.096579195,0.508321356,-0.68688653,0.413371497,4.471476317,0.15506753,0.012958838,0.003945659,0.243355154,0.243355154,,,,
PA2576,PA2576,0.096811871,0.508565153,-0.598844664,0.36063897,4.739722018,0.134639268,0.010369568,0.023448917,0.184721133,0.184721133,,,,
PA4120,PA4120,0.096810343,0.508565153,-1.031453549,0.621163825,3.784797273,0.782182324,0.038701293,0.540065454,0.429637323,0.540065454,,,,
PA2413,pvdH,0.097158188,0.509893646,1.120927491,0.675750235,7.896050651,0.792774138,0.000414486,0.519373772,0.684543085,0.684543085,,,,
PA5305,PA5305,0.09740274,0.510686029,0.513632165,0.309869139,5.346702642,0.190678817,0.00493222,0.13448455,0.139096104,0.139096104,,,,
PA4162,PA4162,0.097652017,0.511501642,-0.643752321,0.388658406,4.595134489,0.188898488,0.010965928,0.069750788,0.215617107,0.215617107,,,,
PA3321,PA3321,0.097970894,0.512336846,-1.153331076,0.696973088,4.433658876,0.981977553,0.021557618,0.70709961,0.25202987,0.70709961,,,,
PA5235,glpT,0.097999206,0.512336846,-0.536029875,0.323957192,5.625094804,0.13407007,0.004072897,0.05576668,0.153349496,0.153349496,,,,
PA0281,cysW,0.098337646,0.512500884,0.787186848,0.47622669,4.555888242,0.458049172,0.011727289,0.328460501,0.224661913,0.328460501,,,,
PA2199,PA2199,0.098558515,0.512500884,0.605867191,0.366773791,5.994755398,0.248510761,0.002391818,0.170593488,0.199392703,0.199392703,,,,
PA3812,iscA,0.098456596,0.512500884,1.521767533,0.920953539,6.739505839,1.712519434,0.001590113,1.270643019,0.363413461,1.270643019,,,,
PA3836,PA3836,0.098438429,0.512500884,0.864453981,0.523127857,6.049467314,0.552579512,0.002707885,0.407786247,0.207955558,0.407786247,,,,
PA4761,dnaK,0.098391665,0.512500884,1.052857333,0.637052393,7.302255305,0.819555471,0.000966961,0.607786666,0.515094133,0.607786666,,,,
PA4825,mgtA,0.098593977,0.512500884,-0.768132039,0.465053012,5.309558639,0.436537213,0.006419507,0.317991949,0.138271266,0.317991949,,,,
PA4933,PA4933,0.098731355,0.512726673,0.889689234,0.538867461,6.122828134,0.585917848,0.002398849,0.433168362,0.220779885,0.433168362,,,,
PA0534,pauB1,0.098869776,0.512957452,-0.51691937,0.313216546,5.418099329,0.147869429,0.00561918,0.079015493,0.141537727,0.141537727,,,,
PA0324,PA0324,0.099357509,0.51499837,-0.744823676,0.45196258,4.663420644,0.411552901,0.013718453,0.292686807,0.200220177,0.292686807,,,,
PA0883,PA0883,0.099833197,0.515172328,-1.701989899,1.034227591,3.895095166,2.152582936,0.070068521,1.534371543,0.399445067,1.534371543,,,,
PA2106,PA2106,0.099720387,0.515172328,0.89507737,0.54371981,5.441930197,0.595106527,0.004789854,0.438656993,0.142538205,0.438656993,,,,
PA2876,pyrF,0.099853163,0.515172328,-0.785963428,0.477625007,4.244416431,0.459072329,0.022367642,0.319820828,0.302208275,0.319820828,,,,
PA5105,hutC,0.099566302,0.515172328,0.699982731,0.425015059,6.188562268,0.363758107,0.002107738,0.268848963,0.233477753,0.268848963,,,,
PA5333,PA5333,0.099863013,0.515172328,1.230561852,0.747826383,4.682311226,1.125377901,0.012618556,0.826247894,0.196165476,0.826247894,,,,
PA2078,PA2078,0.099976955,0.515273108,-0.732039256,0.445018038,5.245513643,0.398413707,0.006714185,0.290347396,0.137808055,0.290347396,,,,
PA5304,dadA,0.100305305,0.516477694,1.099260207,0.668903932,7.532533393,0.899430866,0.000560324,0.670588382,0.580530365,0.670588382,,,,
PA2101,PA2101,0.100539099,0.517193592,0.584596013,0.355973542,4.772288409,0.161537753,0.011114569,0.062650435,0.178961175,0.178961175,,,,
PA0838,PA0838,0.100710983,0.517589969,1.515094516,0.923040861,7.15545502,1.711058735,0.001161308,1.276845338,0.474116291,1.276845338,,,,
PA0145,PA0145,0.10169527,0.519695438,-0.52922732,0.323352215,5.018713443,0.11263434,0.007553952,0.028208389,0.14928103,0.14928103,,,,
PA0376,rpoH,0.102797602,0.519695438,1.379215593,0.845397905,7.911485751,1.428307837,0.000559404,1.071487024,0.688928847,1.071487024,,,,
PA0433,PA0433,0.102555383,0.519695438,-0.846917806,0.518757385,3.9769465,0.271183831,0.026316689,0.043686936,0.377347149,0.377347149,,,,
PA0879,PA0879,0.102798694,0.519695438,-0.665417434,0.40787263,4.508124642,0.214851884,0.014132985,0.088389235,0.235407138,0.235407138,,,,
PA1489,PA1489,0.102023568,0.519695438,-1.176096013,0.719271302,5.963797876,1.035781996,0.004149959,0.77187685,0.194946465,0.77187685,,,,
PA1789,PA1789,0.10281967,0.519695438,0.97330352,0.596630105,6.672771148,0.711356902,0.001381057,0.532570166,0.346622793,0.532570166,,,,
PA2662,PA2662,0.10175685,0.519695438,-1.085306692,0.663230084,4.752914928,0.881216158,0.014038883,0.645772333,0.182316309,0.645772333,,,,
PA2682,PA2682,0.102179969,0.519695438,-0.552381214,0.33797687,4.898731625,0.100297692,0.009291478,0.001658759,0.162051069,0.162051069,,,,
PA2985,PA2985,0.102929785,0.519695438,0.899499605,0.551565146,4.868700214,0.607798794,0.007564177,0.448771987,0.165624597,0.448771987,,,,
PA3092,fadH1,0.101924284,0.519695438,-1.073993208,0.656637441,5.04391738,0.863445698,0.010763865,0.635995228,0.147048335,0.635995228,,,,
PA3219,PA3219,0.101311115,0.519695438,-1.045816819,0.638265162,3.350573311,0.716611044,0.060467321,0.425146677,0.550606304,0.550606304,,,,
PA3384,phnC,0.102887616,0.519695438,-0.842252084,0.516398202,4.645449616,0.532817095,0.013920665,0.38607999,0.204178876,0.38607999,,,,
PA3429,PA3429,0.102100177,0.519695438,-0.648316999,0.396583307,4.710886035,0.314828463,0.011404237,0.224513243,0.190285507,0.224513243,,,,
PA3467,PA3467,0.102505483,0.519695438,-0.954162073,0.584362177,4.858340886,0.682902563,0.011137588,0.501081143,0.166875745,0.501081143,,,,
PA4582,PA4582,0.101599049,0.519695438,0.635381175,0.388101898,6.138021563,0.16312474,0.002316859,0.050198102,0.223617766,0.223617766,,,,
PA4694,ilvC,0.102299869,0.519695438,0.803874732,0.492026214,6.413005221,0.48437213,0.001765715,0.361368978,0.28350374,0.361368978,,,,
PA4744,infB,0.101378854,0.519695438,1.031288601,0.629523382,7.579070825,0.655465326,0.000595791,0.4199023,0.59385374,0.59385374,,,,
PA4932,rplI,0.101801649,0.519695438,1.056167725,0.645507759,5.487211244,0.834663398,0.005355715,0.619664685,0.144597401,0.619664685,,,,
PA5521,PA5521,0.102452066,0.519695438,0.994914159,0.609225421,6.026154107,0.742342992,0.002598824,0.554134597,0.204198758,0.554134597,,,,
PA0800,PA0800,0.103408385,0.519928968,-0.845884134,0.519409477,3.983297032,0.471395387,0.029033878,0.291890367,0.375645429,0.375645429,,,,
PA0976.1,PA0976.1,0.103364831,0.519928968,1.31673687,0.808431364,2.131612647,0.969340535,0.132992973,0.428509201,0.847348933,0.847348933,,,,
PA2668,PA2668,0.103327284,0.519928968,0.881194724,0.540964502,4.89180422,0.584122353,0.007865039,0.431098849,0.162866903,0.431098849,,,,
PA3096,xcpY,0.103547598,0.519928968,-0.579941048,0.356252582,5.907537541,0.102177209,0.002972895,-0.001375742,0.187400958,0.187400958,,,,
PA3862,dauB,0.103422698,0.519928968,-0.629009382,0.386255013,5.086359378,0.297727363,0.008146777,0.215642626,0.143750607,0.215642626,,,,
PA5041,pilP,0.103525145,0.519928968,0.754482851,0.463441902,5.266128994,0.428507387,0.005416374,0.316751221,0.137808691,0.316751221,,,,
PA4583,PA4583,0.103720785,0.520015125,0.567770203,0.348951075,5.851060392,0.211415294,0.002877844,0.140505147,0.179772435,0.179772435,,,,
PA4900,PA4900,0.103755308,0.520015125,-0.981820127,0.603486089,5.041817464,0.72622578,0.008550939,0.537742251,0.147226964,0.537742251,,,,
