target_id,ens_gene,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,,,,
PA4085,cupB2,0.565880431,0.787457346,-0.440013191,0.766401108,3.60225272,0.762928272,0.05993452,0.821121467,0.48031489,0.821121467,,,,
PA5229,PA5229,0.565115874,0.787457346,-0.177853111,0.309170282,5.244563314,0.083713648,0.005567668,0.087212493,0.137811727,0.137811727,,,,
PA5437,PA5437,0.565579411,0.787457346,-0.243460802,0.423723983,5.570953665,0.233232365,0.004471091,0.26484193,0.149099603,0.26484193,,,,
PA1823,nudC,0.566955982,0.787791688,0.268308988,0.468628988,5.228667761,0.285132668,0.005200312,0.32421938,0.137923862,0.32421938,,,,
PA2549,PA2549,0.566798341,0.787791688,0.189331737,0.330552779,4.950040202,0.020531524,0.007669828,0.004552138,0.156227882,0.156227882,,,,
PA3076,PA3076,0.566891536,0.787791688,-0.179405203,0.313297397,5.152046052,0.058871026,0.007264188,0.05425476,0.139968701,0.139968701,,,,
PA4058,PA4058,0.566755439,0.787791688,-0.281073994,0.490670585,4.114760548,0.120939684,0.021467761,0.100080872,0.339668673,0.339668673,,,,
PA2063,PA2063,0.56717112,0.787890042,-0.538301491,0.940720289,4.113614301,1.148876143,0.037832489,1.289599505,0.339996621,1.289599505,,,,
PA3317,PA3317,0.567328948,0.787908753,0.17729131,0.309955421,5.282379181,0.079375078,0.006196351,0.081235418,0.137912193,0.137912193,,,,
PA3238,PA3238,0.567524503,0.787979836,0.506844231,0.886554616,6.961261952,1.020242226,0.001208787,1.177759842,0.421267978,1.177759842,,,,
PA1376,aceK,0.567776667,0.788129464,-0.25830048,0.452104643,6.502202907,0.091830511,0.001576041,0.088192421,0.305021872,0.305021872,,,,
PA3626,PA3626,0.567982613,0.788214875,0.178897267,0.313291413,5.443607572,0.037453926,0.004616054,0.030199766,0.14261121,0.14261121,,,,
PA0003,recF,0.568286985,0.788236433,0.489074146,0.857158401,6.787820701,0.953422686,0.001404607,1.10067618,0.375758348,1.10067618,,,,
PA1821,PA1821,0.568283583,0.788236433,0.399187344,0.699615344,6.934527422,0.635159116,0.000999936,0.733192508,0.414139351,0.733192508,,,,
PA0540,PA0540,0.568867581,0.788491696,0.355428983,0.623866012,3.369663534,0.074783224,0.038523376,0.007581993,0.545289824,0.545289824,,,,
PA2558,PA2558,0.569323979,0.788491696,-0.198169662,0.348248082,4.810252883,0.069696654,0.008861562,0.06353255,0.173053528,0.173053528,,,,
PA3133,sawR,0.569470778,0.788491696,0.317327249,0.55785849,3.759247083,0.13091278,0.030122568,0.095757189,0.436686574,0.436686574,,,,
PA3270,PA3270,0.569162133,0.788491696,-0.17990091,0.316011532,5.511362689,0.061578443,0.004050345,0.060786082,0.145744587,0.145744587,,,,
PA3908,tsiT,0.569482277,0.788491696,-0.345069497,0.606647183,3.508715584,0.431895516,0.045577894,0.449639143,0.506453314,0.506453314,,,,
PA3984,lnt,0.569221078,0.788491696,-0.181720144,0.319255892,5.556863105,0.04443727,0.004708834,0.038454424,0.148177652,0.148177652,,,,
PA4019,ubiX,0.568682901,0.788491696,-0.253496016,0.444735838,4.769027225,0.256626027,0.008765616,0.287919332,0.179510665,0.287919332,,,,
PA4908,PA4908,0.570137033,0.789198054,-0.307376137,0.541298411,4.477235226,0.37994879,0.014181945,0.425324009,0.242083691,0.425324009,,,,
PA1456,cheY,0.57030116,0.789225084,-0.419902566,0.739775604,5.825873068,0.709616982,0.003959361,0.816942555,0.176399896,0.816942555,,,,
PA0416,chpD,0.570565952,0.789391372,-0.554525461,0.977622847,4.256926718,1.239145262,0.032122225,1.40149742,0.298640809,1.40149742,,,,
PA3234,PA3234,0.571207712,0.790078989,0.196948186,0.347796788,5.839067163,0.045352536,0.003282646,0.038862304,0.178161263,0.178161263,,,,
PA0323,PA0323,0.571750164,0.790595363,-0.252686718,0.446856802,4.30376097,0.076927246,0.014006533,0.058208558,0.285514969,0.285514969,,,,
PA4109,ampR,0.571870739,0.790595363,0.187627796,0.331909232,5.706224811,0.059964101,0.003712658,0.058040897,0.161532949,0.161532949,,,,
PA3197,PA3197,0.57207814,0.790603784,-0.217348285,0.384691611,6.116211111,0.056541491,0.002418581,0.050543179,0.219562872,0.219562872,,,,
PA3916,moaE,0.572166535,0.790603784,-0.191800845,0.339552489,4.876264273,0.029913199,0.008227622,0.01536854,0.164716216,0.164716216,,,,
PA0866,aroP2,0.573000345,0.790930758,-0.500128827,0.887322357,6.737407887,1.019847811,0.001576366,1.179435082,0.36288094,1.179435082,,,,
PA2914,PA2914,0.573051615,0.790930758,0.292179717,0.518450907,5.110247515,0.348160307,0.00727902,0.395907995,0.142176977,0.395907995,,,,
PA4539,PA4539,0.572855972,0.790930758,-0.17636661,0.312789742,5.140457158,0.068508057,0.006248274,0.067722354,0.140507859,0.140507859,,,,
PA5276,lppL,0.572563792,0.790930758,0.429092433,0.760425071,5.277566064,0.749131641,0.006411895,0.860957537,0.137872472,0.860957537,,,,
PA5352,PA5352,0.573127729,0.790930758,-0.504118102,0.894697118,2.851058239,1.036820038,0.121590326,1.079134074,0.685426417,1.079134074,,,,
PA0080,tssJ1,0.574052488,0.791869922,0.612455693,1.089598025,4.223161358,1.53719922,0.062789482,1.718046302,0.30831276,1.718046302,,,,
PA0178,PA0178,0.574098439,0.791869922,0.437121823,0.777761129,5.288745244,0.783217495,0.009476367,0.897892195,0.137976088,0.897892195,,,,
PA0162,opdC,0.574401453,0.792087703,-0.200474849,0.356982891,4.757577294,0.075289992,0.009665955,0.069375223,0.181489222,0.181489222,,,,
PA1772,PA1772,0.575313506,0.792836728,0.511935828,0.913774144,6.161347472,1.080603311,0.002569718,1.249905061,0.228089904,1.249905061,,,,
PA2648,nuoM,0.575377799,0.792836728,0.173915058,0.310479984,5.19014703,0.034687014,0.005975978,0.026040372,0.138620753,0.138620753,,,,
PA5260,hemC,0.575380411,0.792836728,0.325014018,0.580231742,6.740351024,0.435692883,0.001221519,0.503781793,0.363628078,0.503781793,,,,
PA0605,agtC,0.575612114,0.79295581,0.437249093,0.78107324,6.677765837,0.789446518,0.001350523,0.913762587,0.347868678,0.913762587,,,,
PA4027,PA4027,0.575997801,0.793086781,-0.173377616,0.31002352,5.278981725,0.084705718,0.006288498,0.088321225,0.137883377,0.137883377,,,,
PA4152,PA4152,0.57586975,0.793086781,-0.558105099,0.997635505,4.438986484,1.28777631,0.024392241,1.468522659,0.25077458,1.468522659,,,,
PA0827,PA0827,0.577398344,0.793673079,-0.199764122,0.358521332,4.742958151,0.048409936,0.008683697,0.036864083,0.184122621,0.184122621,,,,
PA2174,PA2174,0.577672515,0.793673079,0.479108332,0.860486618,7.579151474,0.957388102,0.000602767,1.110053063,0.593876845,1.110053063,,,,
PA2611,cysG,0.576731311,0.793673079,0.192443152,0.344777882,5.815342971,0.117057047,0.003302786,0.129130635,0.175004896,0.175004896,,,,
PA2993,PA2993,0.578023175,0.793673079,-0.17654563,0.317371389,5.073490608,0.038753404,0.006401607,0.030352013,0.14468529,0.14468529,,,,
PA3068,gdhB,0.577948919,0.793673079,0.33443068,0.601079756,7.394871381,0.299127691,0.000663082,0.331305078,0.541282228,0.541282228,,,,
PA3477,rhlR,0.577983868,0.793673079,0.376814222,0.677318893,7.744774619,0.593109747,0.000429258,0.687712067,0.64135055,0.687712067,,,,
PA3952,PA3952,0.577621574,0.793673079,-0.182096162,0.327003983,4.978542949,0.04249394,0.007190724,0.033492072,0.153206684,0.153206684,,,,
PA4301,tadB,0.576780106,0.793673079,-0.501969429,0.899435056,3.561223146,1.046372096,0.055454009,1.158021121,0.491774506,1.158021121,,,,
PA4403,secA,0.577716649,0.793673079,0.405289281,0.727990808,8.292319155,0.580723674,0.000260595,0.664046723,0.794695329,0.794695329,,,,
PA4848,accC,0.577330771,0.793673079,0.346442385,0.621657875,7.527522545,0.496995245,0.000590782,0.575644901,0.579096989,0.579096989,,,,
PA5109,PA5109,0.57724968,0.793673079,0.174803127,0.313600767,5.453118847,0.061335624,0.004487399,0.060723581,0.143030762,0.143030762,,,,
PA3585,glpM,0.578361333,0.79375997,0.308070975,0.554303922,3.759797995,0.075354587,0.024344866,0.034257971,0.436534391,0.436534391,,,,
PA4101,bfmR,0.57839849,0.79375997,-0.207344057,0.373105139,4.671509811,0.029952473,0.010341848,0.01097691,0.19846932,0.19846932,,,,
PA4906,PA4906,0.578522748,0.79375997,0.171987404,0.309583868,5.231663669,0.052238716,0.005867976,0.048338045,0.137895281,0.137895281,,,,
PA1687,speE,0.578695785,0.793797837,-0.234841286,0.422915875,4.416024535,0.044836755,0.01202756,0.023336972,0.256259195,0.256259195,,,,
PA3203,PA3203,0.578971988,0.793977164,0.19062898,0.343545617,4.85205484,0.132954534,0.00939715,0.14316874,0.167638237,0.167638237,,,,
PA3060,pelE,0.579380512,0.794337813,-0.550403189,0.992988078,4.373306261,1.274113489,0.025226408,1.453811577,0.266949894,1.453811577,,,,
PA0391,PA0391,0.579788183,0.79449759,-0.276241446,0.498906208,5.452088751,0.321581686,0.005355918,0.368005188,0.142984885,0.368005188,,,,
PA3271,PA3271,0.579708674,0.79449759,-0.252476325,0.455889537,6.523966751,0.07811435,0.001461279,0.072277548,0.310291627,0.310291627,,,,
PA3745,rpsP,0.580851365,0.795754706,0.292097076,0.529025695,5.124329359,0.361438034,0.007406271,0.412396009,0.141352716,0.412396009,,,,
PA3857,pcs,0.58112166,0.795925225,0.279632467,0.506812786,6.176775026,0.331689335,0.002168708,0.383120093,0.231122197,0.383120093,,,,
PA0047,PA0047,0.581472365,0.796087524,-0.337100514,0.611536484,3.491370891,0.479723598,0.049662236,0.507378478,0.51130307,0.51130307,,,,
PA5445,PA5445,0.581531872,0.796087524,-0.170591468,0.309519965,5.238022616,0.023219147,0.005857742,0.012253149,0.137846172,0.137846172,,,,
PA5225,PA5225,0.581830403,0.796296475,0.172011925,0.312344019,5.415225651,0.080827351,0.004915977,0.085022674,0.141422203,0.141422203,,,,
PA3767,PA3767,0.582016384,0.796351322,-0.170612218,0.309955054,5.353868321,0.09406231,0.004813494,0.101848695,0.139294709,0.139294709,,,,
PA0055,PA0055,0.584569037,0.796449777,-0.177449278,0.32456888,5.635380838,0.063656965,0.003742594,0.06402052,0.154274843,0.154274843,,,,
PA0077,icmF1,0.582238048,0.796449777,0.655021289,1.190691098,5.911864966,1.830010216,0.008056344,2.118561592,0.18798269,2.118561592,,,,
PA0297,spuA,0.584163853,0.796449777,0.479309146,0.875749934,6.858633433,0.989246715,0.001288439,1.149118483,0.394122482,1.149118483,,,,
PA0837,slyD,0.583436641,0.796449777,0.540772538,0.98614215,7.028587678,1.254702089,0.001005895,1.457708615,0.439386889,1.457708615,,,,
PA0913,mgtE,0.583601064,0.796449777,0.359507443,0.655877138,5.833398944,0.554983464,0.003137808,0.642124421,0.177402944,0.642124421,,,,
PA0979,PA0979,0.58415775,0.796449777,0.249190888,0.455291461,4.520051125,0.267377207,0.012111611,0.29882386,0.232776024,0.29882386,,,,
PA1062,PA1062,0.584302174,0.796449777,-0.221071879,0.404071023,4.519553448,0.058849533,0.012023411,0.043211215,0.232886676,0.232886676,,,,
PA2935,PA2935,0.583113319,0.796449777,-0.322548718,0.587688685,3.658478679,0.445664891,0.035054878,0.483012108,0.464640112,0.483012108,,,,
PA3262,PA3262,0.58277839,0.796449777,0.371192845,0.675718133,6.168114873,0.589249233,0.002439496,0.682452997,0.229412868,0.682452997,,,,
PA3346,hsbR,0.58321387,0.796449777,-0.212354594,0.387016616,6.132348504,0.09672106,0.00212169,0.101869207,0.222551101,0.222551101,,,,
PA3792,leuA,0.582642054,0.796449777,0.34903919,0.63515994,7.275311939,0.520662285,0.000770092,0.604372132,0.507519387,0.604372132,,,,
PA3900,fecR,0.583762677,0.796449777,0.17143604,0.312898341,5.436839817,0.026110864,0.004539465,0.017077747,0.142318592,0.142318592,,,,
PA4130,PA4130,0.58456626,0.796449777,-0.197953728,0.362070478,5.190954089,0.169069741,0.006326091,0.190316456,0.138599561,0.190316456,,,,
PA4200,PA4200,0.584268221,0.796449777,-0.169632713,0.310023475,5.36860491,0.049867839,0.004432659,0.047111418,0.139739174,0.139739174,,,,
PA4615,fprB,0.584467172,0.796449777,0.538666859,0.984997539,7.392725084,1.251312778,0.000975942,1.454354286,0.540673002,1.454354286,,,,
PA5081,PA5081,0.584267372,0.796449777,-0.295037171,0.539213465,3.843656606,0.060876773,0.022653734,0.020799632,0.413473008,0.413473008,,,,
PA5153,PA5153,0.582466308,0.796449777,0.33562005,0.610456032,6.281334673,0.480980126,0.001945353,0.557039497,0.253093529,0.557039497,,,,
PA0045,PA0045,0.587348294,0.796932632,0.256641176,0.472912036,4.189130708,0.047905646,0.017306734,0.017876064,0.318161957,0.318161957,,,,
PA0409,pilH,0.585766598,0.796932632,0.194414374,0.356736071,5.154356591,0.164051834,0.005917985,0.184972952,0.139868183,0.184972952,,,,
PA0547,PA0547,0.586344374,0.796932632,0.199954337,0.367467802,5.997542249,0.045825794,0.002741564,0.039547527,0.199807313,0.199807313,,,,
PA0691,phdA,0.58689305,0.796932632,-0.614126857,1.130272866,3.120756434,1.646165641,0.122969859,1.793305268,0.613928096,1.793305268,,,,
PA1048,PA1048,0.587209536,0.796932632,0.450002998,0.828911578,7.782360844,0.885264095,0.000493682,1.030147925,0.652109637,1.030147925,,,,
PA1397,PA1397,0.585993017,0.796932632,-0.219161051,0.402387449,4.522989762,0.080111376,0.010752237,0.071375145,0.232121252,0.232121252,,,,
PA1604,PA1604,0.586766692,0.796932632,0.172901117,0.31810926,5.5473275,0.090681925,0.004190358,0.097951499,0.147599894,0.147599894,,,,
PA1799,parR,0.587102985,0.796932632,0.214529215,0.395053089,4.559000112,0.08339146,0.010152909,0.076827873,0.223947506,0.223947506,,,,
PA1890,PA1890,0.585229018,0.796932632,0.170689949,0.312754842,5.42840672,0.048184683,0.004761823,0.044543384,0.141961564,0.141961564,,,,
PA2850,ohr,0.585340334,0.796932632,0.237522177,0.435340547,4.355183248,0.04179074,0.012621568,0.018460563,0.27166052,0.27166052,,,,
PA3582,glpK,0.587405639,0.796932632,-0.546675723,1.007512548,7.34265434,1.307754146,0.000911605,1.521710698,0.526490552,1.521710698,,,,
PA4511,PA4511,0.586172388,0.796932632,0.172854719,0.317519386,5.547594896,0.070419146,0.003612263,0.073207136,0.147615578,0.147615578,,,,
PA4541,lepA,0.585396375,0.796932632,-0.204199515,0.374321304,6.04793316,0.031446914,0.002471173,0.021200929,0.207703485,0.207703485,,,,
PA4595,PA4595,0.58638722,0.796932632,0.277196544,0.509478634,6.675055104,0.334533551,0.001316007,0.38803671,0.347192287,0.38803671,,,,
PA4791,PA4791,0.587055144,0.796932632,-0.16780913,0.308979052,5.266500973,0.027085173,0.00539201,0.017904492,0.137810073,0.137810073,,,,
PA4883,PA4883,0.587197105,0.796932632,-0.564773085,1.040285028,3.390045377,1.394322118,0.077989741,1.545299667,0.539607873,1.545299667,,,,
PA5428,PA5428,0.586925918,0.796932632,0.171134992,0.314993937,5.107478284,0.045221992,0.006483493,0.039061302,0.142348277,0.142348277,,,,
PA2429,PA2429,0.587607863,0.797008876,0.405588344,0.747896015,2.622247259,0.370879182,0.096706856,0.305203908,0.742315818,0.742315818,,,,
PA5082,dguC,0.587885329,0.797187112,-0.208920181,0.385530585,4.607279973,0.042505251,0.010126718,0.026636981,0.21282403,0.21282403,,,,
PA1962,azoR2,0.588774155,0.797971383,-0.723700929,1.338666551,3.853341351,2.307556673,0.068582986,2.619459217,0.410824378,2.619459217,,,,
PA2206,PA2206,0.588686615,0.797971383,-0.170251963,0.314849793,5.476410804,0.114553402,0.004603229,0.127718874,0.14409236,0.14409236,,,,
PA5079,PA5079,0.588902296,0.797971383,0.183870302,0.340231253,4.868641924,0.113739256,0.008004342,0.121491619,0.165631616,0.165631616,,,,
PA0953,PA0953,0.589498616,0.798504425,0.28093865,0.520678371,5.221982339,0.349005116,0.005077558,0.40158139,0.138000463,0.40158139,,,,
PA1540,PA1540,0.590128168,0.798504425,-0.311280321,0.577889434,3.633051053,0.118519644,0.029210587,0.082603179,0.47172371,0.47172371,,,,
PA1688,PA1688,0.590319779,0.798504425,-0.166691196,0.309620454,5.320080223,0.088993791,0.005329199,0.095493307,0.13846804,0.13846804,,,,
PA2025,gor,0.589967366,0.798504425,0.436360295,0.809749119,7.449384148,0.843955455,0.000776197,0.982764257,0.556786845,0.982764257,,,,
PA2981,lpxK,0.590306712,0.798504425,0.166932241,0.31005728,5.352360028,0.049718402,0.004951353,0.046746761,0.139251923,0.139251923,,,,
PA3039,PA3039,0.589843675,0.798504425,-0.240539603,0.446218328,4.72492239,0.256290746,0.011616164,0.28705003,0.187526626,0.28705003,,,,
PA5183,PA5183,0.590306229,0.798504425,0.235680124,0.437747932,4.343524654,0.026854573,0.012693661,4.51E-05,0.274741217,0.274741217,,,,
PA0424,mexR,0.590785244,0.798777561,-0.203367637,0.378218747,6.074718622,0.13642076,0.002373004,0.152643548,0.212201127,0.212201127,,,,
PA3470,PA3470,0.590814403,0.798777561,-0.175868979,0.327103025,4.979436625,0.025380813,0.007379681,0.012747624,0.153114903,0.153114903,,,,
PA4134,PA4134,0.590968204,0.798787632,-0.484299581,0.901133956,2.770203964,1.044814714,0.186857387,1.031206224,0.705992144,1.031206224,,,,
PA5281,PA5281,0.591407321,0.799183253,-0.191655019,0.357033942,4.755724657,0.038602385,0.009393438,0.025085176,0.181816415,0.181816415,,,,
PA1606,PA1606,0.592141797,0.799644224,-0.314270652,0.586616005,3.598860751,0.203508186,0.034915784,0.182432182,0.481261723,0.481261723,,,,
PA3313,PA3313,0.592125348,0.799644224,-0.177918507,0.33208703,4.945438967,0.055363373,0.008691155,0.048642438,0.156731538,0.156731538,,,,
PA4392,PA4392,0.592187973,0.799644224,-0.218677125,0.408232515,4.507583348,0.108591997,0.014455213,0.103352401,0.235525466,0.235525466,,,,
PA4113,PA4113,0.593080448,0.80065127,-0.222032849,0.415498198,4.83817242,0.221956079,0.010106565,0.248851564,0.169329774,0.248851564,,,,
PA1555,ccoP2,0.594009851,0.800915456,-0.183913241,0.345030794,4.836935914,0.0431033,0.009086569,0.032108526,0.169482805,0.169482805,,,,
PA3175,hutE,0.593957634,0.800915456,0.437632185,0.820904539,5.11561283,0.866117693,0.011132011,0.999694382,0.141853627,0.999694382,,,,
PA3294,vgrG4a,0.593670471,0.800915456,-0.739565217,1.386187602,4.028890032,2.469906294,0.171302418,2.710971683,0.363487195,2.710971683,,,,
PA3941,PA3941,0.593530878,0.800915456,-0.237289018,0.44458929,4.320366291,0.032595244,0.015520784,0.004108491,0.280968672,0.280968672,,,,
PA5568,PA5568,0.593836685,0.800915456,-0.191482387,0.359062381,5.928715231,0.075231367,0.003153094,0.07713655,0.190235596,0.190235596,,,,
PA2366,hsiC3,0.594202996,0.800978007,0.398021689,0.747100415,5.515033182,0.717317216,0.006617848,0.830620697,0.145920159,0.830620697,,,,
PA4068,PA4068,0.594369518,0.801004649,-0.174651374,0.327974706,5.668631297,0.033011905,0.003852205,0.025974012,0.157498906,0.157498906,,,,
PA1856,PA1856,0.594546238,0.801045017,-0.173288683,0.325571762,4.989197578,0.052113588,0.006870476,0.047010646,0.152124983,0.152124983,,,,
PA4176,ppiC2,0.594876195,0.801291775,0.523571643,0.984558544,6.051916208,1.24546481,0.00277417,1.451259119,0.208359333,1.451259119,,,,
PA0086,tagJ1,0.595620502,0.801973568,0.330536115,0.62281997,4.647808729,0.498261896,0.018046815,0.563810258,0.203654262,0.563810258,,,,
PA1832,PA1832,0.596263968,0.801973568,0.315644263,0.595801709,7.36120309,0.451649942,0.000732055,0.526468635,0.531737459,0.531737459,,,,
PA2119,PA2119,0.596225623,0.801973568,0.306932209,0.579296599,5.606578253,0.430963674,0.00361319,0.499763634,0.151775334,0.499763634,,,,
PA3044,rocsS2,0.596128036,0.801973568,-0.187813437,0.354380508,5.01843652,0.161284819,0.008290751,0.180087566,0.149306605,0.180087566,,,,
PA3193,glk,0.596222912,0.801973568,0.490713542,0.926154311,6.606622068,1.101554103,0.001892153,1.284750558,0.33029298,1.284750558,,,,
PA5048,PA5048,0.596219986,0.801973568,-0.200358371,0.378145854,5.323279925,0.183636187,0.005641778,0.208849652,0.138533882,0.208849652,,,,
PA2675,PA2675,0.59676268,0.802446589,-0.332358276,0.628203297,3.379817673,0.100045499,0.049499279,0.034134336,0.542459794,0.542459794,,,,
PA3064,pelA,0.596952564,0.80250421,-0.439259407,0.830691044,5.326438879,0.885941781,0.008466548,1.026604869,0.138601559,1.026604869,,,,
PA4687,hitA,0.597113767,0.802523256,0.46799596,0.885424276,7.740281992,1.006477443,0.00054449,1.175419732,0.64006374,1.175419732,,,,
PA2979,kdsB,0.597643091,0.803036925,0.228921646,0.433733855,5.573273949,0.241471604,0.003939454,0.278248132,0.149259052,0.278248132,,,,
PA2529,PA2529,0.59808915,0.803270857,-0.190791311,0.361929557,5.953483596,0.05166652,0.002958691,0.047973962,0.193530815,0.193530815,,,,
PA3177,PA3177,0.598111536,0.803270857,0.163082408,0.309384917,5.228519521,0.086289268,0.005653172,0.092234961,0.137925368,0.137925368,,,,
PA1053,PA1053,0.599763643,0.805093449,0.318406532,0.606788633,6.859821694,0.472245749,0.001118716,0.551169951,0.39443328,0.551169951,,,,
PA1748,PA1748,0.599739664,0.805093449,-0.189297386,0.360721096,4.731907807,0.036308086,0.008990852,0.022956693,0.186188711,0.186188711,,,,
PA1527,PA1527,0.599958672,0.805157224,0.311292505,0.593548673,7.347271146,0.192144756,0.000654334,0.203187977,0.527795706,0.527795706,,,,
PA1610,fabA,0.600293577,0.805210701,-0.35688489,0.681106135,7.908314141,0.594896728,0.000439051,0.6954193,0.688028073,0.6954193,,,,
PA4189,PA4189,0.600180394,0.805210701,-0.377379557,0.719996097,4.574203523,0.664797855,0.014324355,0.763267215,0.220446113,0.763267215,,,,
PA1311,phnX,0.600841943,0.805748237,-0.211199366,0.403676122,4.524875588,0.056161175,0.012731778,0.040742752,0.231699839,0.231699839,,,,
PA0020,tsaP,0.601702463,0.806433763,-0.163026979,0.312339834,5.147708346,0.077056903,0.006170544,0.080183912,0.140163714,0.140163714,,,,
PA0637,PA0637,0.601796394,0.806433763,-0.326704142,0.626087155,3.345375523,0.066243206,0.035924845,0.006853314,0.552052844,0.552052844,,,,
PA3632,PA3632,0.601518238,0.806433763,0.357236639,0.684075094,3.010214993,0.198868876,0.058235387,0.142493952,0.643702714,0.643702714,,,,
PA0529,PA0529,0.603211679,0.8065481,-0.305800264,0.588317827,5.686603397,0.443395579,0.003987186,0.515189613,0.159379324,0.515189613,,,,
PA0535,PA0535,0.60265957,0.8065481,-0.256046406,0.491848587,4.096896105,0.121283034,0.018115297,0.108903585,0.344757252,0.344757252,,,,
PA0742,PA0742,0.603082692,0.8065481,-0.302514052,0.58178848,3.611395623,0.119637599,0.029953415,0.085275552,0.477763338,0.477763338,,,,
PA1949,rbsR,0.603042172,0.8065481,-0.175580032,0.337633969,5.75846385,0.052889305,0.003283011,0.051267989,0.167712034,0.167712034,,,,
PA3410,hasI,0.602178363,0.8065481,0.170364344,0.32682523,4.978011896,0.043828128,0.006960784,0.036940372,0.153261313,0.153261313,,,,
PA3693,PA3693,0.602182174,0.8065481,0.198348221,0.380513209,4.636268598,0.056945303,0.010952338,0.045476034,0.206233116,0.206233116,,,,
PA3884,PA3884,0.603158959,0.8065481,-0.455086323,0.875396382,3.145472725,0.981713659,0.102869235,1.046609003,0.607198147,1.046609003,,,,
PA3956,PA3956,0.602581239,0.8065481,-0.206069785,0.395761262,4.55997735,0.064880613,0.011217509,0.053958973,0.223722955,0.223722955,,,,
PA4204,ppgL,0.602409464,0.8065481,0.163467668,0.313794432,5.466657579,0.056855342,0.004057799,0.05699075,0.143642619,0.143642619,,,,
PA0600,agtS,0.603623992,0.806663983,-0.209784438,0.40405626,6.232874996,0.150154865,0.002272657,0.168917359,0.242619536,0.242619536,,,,
PA0603,agtA,0.60349377,0.806663983,-0.402005629,0.77400632,6.238817381,0.767385497,0.002484774,0.8961439,0.243878293,0.8961439,,,,
PA3567,PA3567,0.603741732,0.806663983,-0.164735619,0.317393001,5.52689179,0.03671546,0.004615577,0.031102064,0.146491898,0.146491898,,,,
PA3463,PA3463,0.604215487,0.807017134,-0.218874381,0.422253736,4.41760503,0.136901536,0.011571761,0.141590411,0.255875566,0.255875566,,,,
PA5264,PA5264,0.604301764,0.807017134,-0.171466559,0.330873233,5.697560204,0.101911605,0.003646139,0.112718074,0.160569506,0.160569506,,,,
PA3839,PA3839,0.60465969,0.8072976,-0.192071889,0.371001901,6.024056364,0.028876889,0.002595097,0.01966666,0.203868518,0.203868518,,,,
PA0046,PA0046,0.605051847,0.80762362,0.331867359,0.641724301,3.254787919,0.157485897,0.040538361,0.115018031,0.577176756,0.577176756,,,,
PA2581.1,PA2581.1,0.605291807,0.807746377,-0.274666085,0.531468769,3.918263946,0.355101014,0.030528104,0.385057617,0.393160474,0.393160474,,,,
PA4378,warB,0.605693605,0.807989559,0.614215214,1.189808643,7.061639751,1.811951626,0.001515579,2.12195133,0.448364581,2.12195133,,,,
PA5450,wzt,0.605770113,0.807989559,-0.165985894,0.321602863,5.59775374,0.092131783,0.004074449,0.100758536,0.151068153,0.151068153,,,,
PA1891,PA1891,0.606167814,0.808322485,-0.582107528,1.129097145,3.450308616,1.631487188,0.095960838,1.816329706,0.522781697,1.816329706,,,,
PA0821,PA0821,0.606783276,0.808550566,0.163282673,0.317256704,5.536370767,0.065050494,0.00399434,0.067320816,0.146983384,0.146983384,,,,
PA3903,prfC,0.606597078,0.808550566,-0.182304348,0.354032367,5.888945006,0.074825884,0.003116149,0.077953127,0.184892226,0.184892226,,,,
PA5518,PA5518,0.606763531,0.808550566,-0.164028477,0.318688301,5.558523632,0.028993619,0.004061237,0.022091284,0.148282112,0.148282112,,,,
PA5451,wzm,0.606937996,0.808559332,0.241036778,0.468533719,4.933027681,0.280858234,0.006720033,0.322565736,0.158110024,0.322565736,,,,
PA0373,ftsY,0.607835822,0.808817159,0.245455065,0.478315955,6.65331636,0.192308527,0.001392243,0.216400345,0.341786986,0.341786986,,,,
PA1344,PA1344,0.607738273,0.808817159,0.163645515,0.318807815,5.060526844,0.011495127,0.006772323,-0.00244586,0.145685311,0.145685311,,,,
PA1719,pscF,0.607533658,0.808817159,0.365663922,0.711966386,2.829419157,0.053356468,0.069368365,-0.052814068,0.690975837,0.690975837,,,,
PA1756,cysH,0.608089402,0.808817159,0.17040045,0.332292476,5.711305372,0.081028349,0.003520761,0.086876058,0.162106673,0.162106673,,,,
PA1850,PA1850,0.608048207,0.808817159,0.161469525,0.31484041,5.484411482,0.052215448,0.00422086,0.051271297,0.144465866,0.144465866,,,,
PA4496,dppA1,0.607770978,0.808817159,-0.208989535,0.407182361,6.25268216,0.126488977,0.001852377,0.139880109,0.246843836,0.246843836,,,,
PA5519,PA5519,0.608168857,0.808817159,0.287265844,0.560312044,5.743322,0.401496003,0.003065113,0.467859267,0.165860897,0.467859267,,,,
PA3657,map,0.60839981,0.808927202,0.275999016,0.538682914,6.725136539,0.371067776,0.001301811,0.433967112,0.359772096,0.433967112,,,,
PA0989,PA0989,0.608842759,0.809121933,-0.179068397,0.349930204,4.796959815,0.023416415,0.00866052,0.00858544,0.175016201,0.175016201,,,,
PA2700,opdB,0.608808126,0.809121933,-0.515472552,1.007223934,4.726652737,1.29711365,0.017575398,1.504174683,0.187192978,1.504174683,,,,
PA3160,wzz,0.609081102,0.80924164,0.315382372,0.616721307,7.49543753,0.405620163,0.00059194,0.469133498,0.569925815,0.569925815,,,,
